uf_x,municipio_x,logradouro_x,numero_x,complemento_x,localidade_x,setor_censitario_x,id_lt_x,uf_y,municipio_y,logradouro_y,numero_y,complemento_y,localidade_y,cep,setor_censitario_y,id_lt_y
21,6409,ESTRADA DA MATA BRIGADEIRO,40.0,CASA,MATA BRIGADEIRO,210640905000008,48177,28,5307,ESTRADA PARA SAMBAIBA,0,CASA 11,BEBEDOURO,419000.0,280530705000011,7153388
26,15904,ESTRADA SANTA RITA,21.0,,SANTA RITA,261590410000003,48178,29,27002,ESTRADA SANTA RITA,260,,SANTA RITA,48330000.0,292700205000037,4223152
29,33307,RUA ALBERTO LEAL,8.0,,CANDEIAS,293330705000336,48179,29,33307,RUA ALBERTO LEAL,8,,CANDEIAS,45050160.0,293330705000336,6405066
29,28703,RUA ROBERTO SANTOS,27.0,,ERNESTO MELO,292870305000014,48180,29,28703,RUA ROBERTO SANTOS,87,,ERNESTO MELO,44572902.0,292870305000014,5501642
26,11606,RUA DA SOLEDADE,72.0,,BOA VISTA,261160605180002,48181,28,4706,RUA ALTO DA BOA VISTA,96,,ESCURIAL,49890000.0,280470605000006,7077528
23,10258,RUA EVARISTO GOMES,177.0,,CENTRO,231025805000001,48182,28,6404,RUA BELARMINO GOMES,0,,CENTRO,49985000.0,280640405000004,7246677
29,11709,AVENIDA GUANABARA,389.0,FUNDOS,VOMITAMEL,291170905000024,48183,29,11709,AVENIDA GUANABARA,389,FUNDOS,VOMITAMEL,46430000.0,291170905000024,1914445
23,5506,RUA APULCRO LIMA VERDE,78.0,,ALTO JUCA,230550605000125,48184,29,31350,RUA GALDINO ALVES LIMA,83,,OURO VERDE,45995000.0,293135005000047,5984722
26,6408,RUA IZALTINO POGGI,18.0,,PRADO,260640805000009,48185,29,25105,RUA GIOVANI SOLLA,64,,BELA VISTA,45260000.0,292510505000029,3905721
26,6002,RUA MANAUS,60.0,,BOA VISTA,260600205000113,48186,29,33307,RUA DOIS,55,,BOA VISTA,45000000.0,293330705000369,6411906
29,3904,TRAVESSA MANOEL NOVAIS,151.0,,BEIRA,290390405000014,48187,29,3904,TRAVESSA MANOEL NOVAIS,0,,BEIRA RIO,47600000.0,290390405000014,493575
21,3000,RUA QUININHA PIRES,814.0,,CENTRO,210300005000005,48188,29,21500,RUA PIQUARACA,22,,CENTRO,48800000.0,292150005000002,3433705
29,30154,RUA PRINCIPAL,49.0,,TAQUARI,293015405000033,48189,29,30154,RUA PRINCIPAL,515,,TAQUARI,47630000.0,293015405000033,5766080
21,11300,AVENIDA DOS HOLANDESES,2.0,,CALHAU,211130005000171,48190,29,20601,AVENIDA COQUEIROS,22,,COQUEIROS,44430000.0,292060110000006,3332747
25,1807,RUA JOSE GUEDES,15.0,,CONJUNTO MARIO ANDREAZZA,250180705000060,48191,28,2106,RUA CORONEL FRANCISCO A MARTINS,238,,BAIRRO ALAGOAS,49200000.0,280210605000029,6819512
26,11606,RUA DO ESPINHEIRO,222.0,,ESPINHEIRO,261160605200144,48192,29,24405,RUA ESPINHEIRO,0,,ESPINHEIRO,47240000.0,292440515000009,3834686
26,1201,RUA HELENA RODRIGUES PORTO,106.0,APARTAMENTO 3,CENTRO,260120105000002,48193,29,29750,RUA DO PORTO,46,FUNDOS 1 LOJA,CENTRO,44220000.0,292975015000001,5692216
29,11204,PRACA SAO JOSE,39.0,FRENTE,CENTRO,291120405000001,48194,29,11204,PRACA SAO JOSE,39,FRENTE,CENTRO,45450000.0,291120405000001,1856268
23,4400,RUA COSTA BARROS,915.0,,CENTRO,230440005081003,48195,29,11600,RUA CEZARIO COSTA,230,,CENTRO,44350000.0,291160005000024,1897124
25,7507,RUA BARAO DA PASSAGEM,600.0,ANDAR 3 APARTAMENTO 303,TORRE,250750705000047,48196,29,6501,RUA SEM DENOMINACAO 3,204,CASA,PASSAGEM DOS TEIXEIRAS,43800000.0,290650130000002,994814
27,4104,POVOADO BARRO VERMELHO,,LADO ESQUERDO AESQUERDA,BARRO VERMELHO,270410405000016,48197,29,33455,POVOADO BARRO VERMELHO,18,,BARRO VERMELHO,47940000.0,293345505000015,6441467
29,33307,RUA ODILON CORREIA,50.0,ANDAR 2,ALTO MARON,293330705000036,48198,29,33307,RUA ODILON CORREIA,50,ANDAR 2,ALTO MARON,45005028.0,293330705000036,6323743
27,2355,ESTRADA SERROTE GRANDE,89.0,,SERROTE GRANDE,270235505000006,48199,29,30501,ESTRADA PARA SERRINHA,0,,TANQUE GRANDE,48700000.0,293050105000076,5822550
23,10704,RUA FRANCISCO MOREIRA,14.0,,CENTRO,231070405000002,48200,29,6600,RUA FRANCISCO MOREIRA,0,,CENTRO,46380000.0,290660005000004,998896
25,9396,AVENIDA MARIINHA DANTAS,20.0,,BELA VISTA,250939605000010,48201,29,27408,RUA BELA VISTA,41,FUNDOS,,0.0,292740805090070,4482869
26,10707,RUA DO SOSSEGO,16.0,ANDAR 1,CENTRO,261070705000002,48202,28,6701,RUA DO EGITO,0,FUNDOS 2,CENTRO,49100000.0,280670105000015,7258999
29,5206,RUA BARAO DE CAETITE,30.0,,CENTRO,290520605000002,48203,29,5206,RUA BARAO DE CAETITE,0,,CENTRO,46400000.0,290520605000002,664628
23,4400,AVENIDA ODILON GUIMARAES,2093.0,,CURIO,230440065090019,48204,29,25600,AVENIDA JANUARIO ALVES,23,,CENTRO,44930000.0,292560005000013,4026792
23,4400,AVENIDA DA UNIVERSIDADE,1895.0,,CENTRO,230440005080999,48205,29,4704,AVENIDA PAULO PORTELA,200,,CENTRO,45615000.0,290470405000002,598528
26,3900,RUA NOSSA SENHORA DE FATIMA,156.0,,CARNAIBA VELHA,260390005000005,48206,28,3500,RUA NOSSA SENHORA DE FATIMA,156,,LOIOLA II,49400000.0,280350005000151,6991583
29,27408,AVENIDA JURACY MAGALHAES JUNIOR,1889.0,PREDIO 1 ANDAR 26 APARTAMENTO 2601,LUCAIA,292740805070272,48207,29,27408,AVENIDA JURACY MAGALHAES JUNIOR,1889,PREDIO 1 ANDAR 26 APARTAMENTO 2601,LUCAIA,40295140.0,292740805070272,4449051
24,8102,RUA ALDA RAMALHO PEREIRA,999.0,,TIROL,240810205080059,48208,29,24009,RUA DOUTOR ADALTO PEREIRA,1866,,BTN 3,48600000.0,292400905000054,3769089
26,13909,RUA INOCENCIO GOMES DE ANDRADE,679.0,CASA,NOSSA SENHORA PENHA,261390905000009,48209,29,27408,RUA NOSSA SENHORA DA CONCEICAO,113,ANDAR 1 CASA 2,TANCREDO NEVES,41207125.0,292740805220424,5100287
28,3500,RUA LIBERIO MONTEIRO,203.0,,CENTRO,280350005000145,48210,28,3500,RUA LIBERIO MONTEIRO,0,,CENTRO,49400000.0,280350005000145,6989910
25,7507,RUA SILVIO ALMEIDA,603.0,,EXPEDICIONARIOS,250750705000158,48211,29,5701,RUA PAULO AFONSO,0,,CAMACARI,42800000.0,290570105000172,774056
29,10800,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,3800.0,BLOCO B ANDAR 3 APARTAMENTO 302,CASEB,291080005090074,48212,29,10800,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,3800,BLOCO B ANDAR 3 APARTAMENTO 302,CASEB,44017010.0,291080005090074,1762729
22,6308,RUA DEMERVAL LOBAO,26.0,,CENTRO,220630805000001,48213,29,25204,TRAVESSA RUA D,22,,CENTRO,48120000.0,292520405000004,3917707
24,8102,RUA JOAO PESSOA,212.0,,CIDADE ALTA,240810205080007,48214,28,4409,RUA JOAO PESSOA,192,,CENTRO,49980000.0,280440905000001,7036373
26,14501,RUA MARIA BARBOSA,72.0,,CABACEIRA,261450105000015,48215,29,27408,RUA CUSTODIA,26,,MANGUEIRA,40421100.0,292740805150101,4622514
23,1000,AVENIDA FRANCISCO CHAGAS,38.0,,JACAUNA,230100015000004,48216,28,1009,ESTRADA JACOCA,0,,CRUZ DAS ALMAS,49520000.0,280100905000032,6756093
29,21708,RUA DEOCLECIANO BARRETO,949.0,,FERRO GOMAR,292170805000016,48217,29,21708,RUA DEOCLECIANO BARRETO,979,,FERRO DE GOMAR,44850000.0,292170805000016,3473877
29,3904,RUA GUANABARA,141.0,,CENTRO,290390405000001,48218,29,3904,RUA GUANABARA,0,,CENTRO,47600000.0,290390405000001,489180
29,33307,AVENIDA JORGE TEIXEIRA,1001.0,FUNDOS,CANDEIAS,293330705000349,48219,29,33307,AVENIDA JORGE TEIXEIRA,1001,FUNDOS,CANDEIAS,45000000.0,293330705000349,6407783
23,8500,RUA ANTONIO SOARES,33.0,,CENTRO,230850005000002,48220,28,1207,RUA ANTONIO SOARES,0,,CENTRO,49820000.0,280120705000006,6760821
28,3401,POVOADO POXIM,2.0,,SAO JOSE,280340105000019,48221,28,3401,POVOADO POXIM,2,,RUA SAO JOSE,49950000.0,280340105000019,6949399
24,8102,RUA PRINCESA ISABEL,523.0,,CIDADE ALTA,240810205080004,48222,29,27408,RUA PRINCESA ISABEL,0,,PIATAN,41610100.0,292740805090014,4460876
26,13107,PRACA JOSUE GOMES,1.0,CASA,CENTRO,261310705000001,48223,29,26657,RUA JUVENCIO GONCALVES,2,CASA,CENTRO,45155000.0,292665705000001,4188571
25,7507,RUA JUVENAL MARIO DA SILVA,1119.0,,MANAIRA,250750705000474,48224,29,10800,RUA LEOLINDO SILVA,476,,QUEIMADINHA,44050264.0,291080005080150,1725123
22,11001,RUA LAGOINHA,2205.0,,SAO PEDRO,221100105060132,48225,29,14802,RUA BIZUNGA,220,,SAO PEDRO,45600000.0,291480205000100,2417202
22,3909,RUA ANTONINO FREIRE,23.0,,TABOCA,220390905000051,48226,29,11204,RUA 22,0,,TEOTONIO CALHEIRA,45450000.0,291120405000020,1862202
23,5605,COMUNIDADE NOVA OLINDA,50.0,CASA,NOVO SANTO ANTONIO,230560505000028,48227,29,5602,FAZENDA SANTO ANTONIO,0,CASA,NOVO ITAMARATY,45880000.0,290560205000031,723539
29,14604,RUA RIO PARNAIBA,201.0,,RECANTO ARVORES,291460405000043,48228,29,14604,RUA RIO PARNAIBA,201,,RECANTO DAS ARVORES,44900000.0,291460405000043,2322653
29,11907,RUA DOIS DE NOVEMBRO,510.0,,CENTRO,291190705000036,48229,29,11907,RUA DOIS DE NOVEMBRO,510,,CENTRO,46860000.0,291190705000036,1967261
26,6101,RUA GAMELEIRA,110.0,,NOVA GLORIA,260610105000031,48230,29,16104,RUA NOVA,7,,GAMELEIRA,44470000.0,291610405000031,2590177
21,12209,AVENIDA PAULO RAMOS,441.0,,CENTRO,211220905000112,48231,29,10008,AVENIDA PAULO SERGIO,19,,CENTRO,45590000.0,291000805000001,1422781
21,6326,RUA SAO LUIS,221.0,,CIDADE NOVA,210632605000009,48232,29,13606,RUA SAO LUIS,0,,SALOBRINHO,45000662.0,291360605000143,2159160
26,8909,SITIO SITIO MENDES,,,MENDES,260890905000042,48233,29,16856,POVOADO MENDES,0,,MENDES,46875000.0,291685605000014,2669213
29,21708,RUA 2 DE JULHO,173.0,,CENTRO,292170805000012,48234,29,21708,RUA 2 DE JULHO,0,,CENTRO,44850000.0,292170805000012,3472561
27,9301,RUA JOAQUIM CARDOSO XAVIER,266.0,,ROCHA CAVALCANTE,270930110000002,48235,29,20809,RUA JOAQUIM ROCHA,257,,MACHADO PORTELA,46780000.0,292080910000004,3357095
24,3301,ESTRADA DO SITIO CONCEICAO,22.0,,CONCEICAO II,240330105000003,48236,29,16005,ESTRADA DO CEMINTERIO,0,,ESTRADA CEMINTERIO,45970000.0,291600515000010,2579583
21,11003,POVOADO BEIRA DA BAIXA,,,SAO JOAO BATISTA,211100305000007,48237,28,3302,PRACA SAO JOAO BATISTA,743,,MUNDO NOVO,49960000.0,280330205000011,6939791
29,10727,RUA PADRE JOAO GUALBERTO DE MAGALHAES,420.0,,CENTRO,291072705000079,48238,29,10727,RUA PADRE JOAO GUALBERTO DE MAGALHAES,434,,CENTRO,45820000.0,291072705000079,1569312
21,5005,RUA RIO BRANCO,219.0,,CENTRO,210500505000004,48239,29,13200,RUA RIO BRANCO,188,,CENTRO,47520000.0,291320005000013,2074409
26,500,SITIO BELDROEGA,,COBERTURA,BELDROEGA,260050005000025,48240,29,10800,RUA CANTO DO BURITI,475,,CONCEICAO,44066584.0,291080005060061,1623337
24,1107,RUA DUQUE DE CAXIAS,68.0,,CENTRO,240110705000002,48241,29,18100,RUA DUQUE DE CAXIAS,64,,CENTRO,48540970.0,291810005000005,2901904
23,13807,AVENIDA PRINCESA ISABEL,33.0,,EDSON PIRES CHAVES,231380705000019,48242,29,13606,AVENIDA PRINCESA ISABEL,374,,PRINCESA ISABEL,45653660.0,291360605000016,2115681
21,6508,POVOADO ENSEADA GRANDE,54.0,,ENSEADA GRANDE,210650805000025,48243,28,2601,POVOADO QUEIMADA GRANDE,520,,POVOADO QUEIMADA GRANDE,49860000.0,280260105000005,6854705
25,10808,RUA BOSSUET WANDERLEY,28.0,,CENTRO,251080805000004,48244,28,3005,RUA C,0,,CENTRO,49290000.0,280300505000052,6918318
24,14753,RUA MINISTRO ALUIZIO ALVES,444.0,,CENTRO,241475305000001,48245,29,29107,RUA DOUTOR ALOISIO PRATA,32,,CENTRO,44550000.0,292910705000021,5592282
22,11605,RUA ANISIA LAURA DE SOUSA,547.0,,ULISSES GUIMARAES,221160505000001,48246,29,27408,TRAVESSA JANAINA DE SOUSA,0,,AGUAS CLARAS,41337130.0,292740805260094,5236339
25,16201,RUA JOSE ALEXANDRE NUNES,,,GATO PRETO,251620105000062,48247,28,5604,RUA JOSE BERNADINO NETO,2036,,TANQUE NOVO,49800000.0,280560405000010,7183678
29,10800,RUA CONSELHEIRO FRANCO,535.0,,CENTRO,291080005080168,48248,29,10800,RUA CONSELHEIRO FRANCO,534,,CENTRO,44010510.0,291080005080168,1731602
27,7701,RUA GUIOMAR MENDONCA LINS,1251.0,SOBRADO,LOURENCO ALBUQUERQUE,270770105000010,48249,28,3401,RUA MANOEL ALBUQUERQUE,16,,POVOADO PROJETO LADEIRINHAS A,49950000.0,280340105000022,6950064
24,9332,SITIO CAICARA,10.0,,CAICARA,240933205000005,48250,29,28406,VEREDA CAICARA,0,,CAICARA,47150000.0,292840605000024,5458613
29,15601,PRACA CASTELO BRANCO,,,CENTRO,291560105000030,48251,29,15601,PRACA CASTELO BRANCO,106,,CENTRO,45836000.0,291560105000030,2530873
21,5302,RUA SIMPLICIO MOREIRA,1392.0,,CENTRO,210530205000010,48252,29,16005,RUA SIMPLICIO BINAS,172,,CENTRO,45970000.0,291600505000011,2572815
26,7901,RUA DA ASSEMBLEIA DE DEUS,1.0,,JORDAO,260790125000003,48253,29,5909,RUA DA ASSEMBLEIA DE DEUS,0,,JEQUITAIA,47220000.0,290590905000020,883710
26,3306,POVOADO RIACHO DANTAS,2.0,CASA,RIACHO DANTAS,260330605000012,48254,28,1306,RODOVIA MANOEL DANTAS,2665,CASA 1,POVOADO PEDRAS,49700.0,280130605000027,6775633
29,25303,RUA MANOEL CRESCENCIO SANTIAGO,96.0,TERREO,CENTRA ARRAIAL,292530307000025,48255,29,25303,RUA MANOEL CRESCENCIO SANTIAGO,96,TERREO,CENTRA ARRAIAL,45810000.0,292530307000025,3990399
26,12208,RUA 5,,,DIVINO ESPIRITO SANTO,261220805000016,48256,29,33307,RUA D,26,,ESPIRITO SANTO,45000000.0,293330705000168,6360000
23,12908,BOULEVARD JOAO BARBOSA,386.0,,SOBRAL,231290805000127,48257,29,12103,RUA PADRE JOAO DE PRADO,223,,CENTRO,45745000.0,291210305000007,1979790
28,308,AVENIDA CORINTO LEITE,68.0,,INDUSTRIAL,280030805000720,48258,28,308,AVENIDA CORINTO LEITE,68,,INDUSTRIAL,49065240.0,280030805000720,6701612
29,29354,RUA SEBASTIAO OLIVA,,,SAO JOSE VITORIA,292935405000002,48259,29,29354,RUA SEBASTIAO OLIVA,474,,SAO JOSE DA VITORIA,45620000.0,292935405000002,5635462
27,2355,RUA SANTO ANTONIO,30.0,,FOLHA MIUDA,270235505000012,48260,29,28703,RUA B,37,,SANTO ANTONIO,44570000.0,292870305000034,5507258
23,705,RUA IPANEMA I,92.0,,IPANEMA,230070508000009,48261,29,28802,RUA IBAMAIA,80,,ALEGRETE,44190000.0,292880205000010,5540047
21,12506,RODOVIA MA 034,7.0,CASA,BOM GOSTO,211250605000041,48262,29,16807,RODOVIA BA130,0,CASA,ITARANTIM,45780000.0,291680705000023,2662833
25,4009,RUA FLORIANO,48.0,LADO,MALVINAS,250400905000286,48263,29,27408,RUA FLORIANO DUTRA,47,FUNDOS,SETE DE ABRIL,41386470.0,292740805180329,4793313
25,304,RUA GETULIO VARGAS,784.0,,CENTRO,250030405000001,48264,29,26400,RUA GETULIO VARGAS,300,,CENTRO,46470000.0,292640005000002,4146826
24,1453,RUA JOSE ANDRE,54.0,,CENTRO,240145305000005,48265,29,24009,RUA JOSE DE ALENCAR,64,,CENTRO,48601080.0,292400905000030,3761963
25,7507,RUA ANTONIO RABELO JUNIOR,70.0,APARTAMENTO 805,MIRAMAR,250750705000498,48266,28,6008,RUA JOSE ANTONIO PASSOS,250,SOBRADO,RIBEIROPOLIS,49530000.0,280600805000011,7220444
23,5506,RUA QUINZE DE NOVEMBRO,696.0,,CENTRO,230550605000001,48267,28,5604,RUA QUINZE DE NOVEMBRO,0,,CENTRO,49800000.0,280560405000042,7192663
23,4400,RUA MAJOR FACUNDO,1840.0,FRENTE TERREO,CENTRO,230440005080007,48268,29,21500,RUA XV DE NOVEMBRO,26,TERREO,CENTRO,48800000.0,292150005000001,3433390
22,1408,POVOADO BREJAO,,,BREJAO,220140805000005,48269,29,1403,POVOADO BREJAO,11,,POVOADO BREJAO,47960000.0,290140305000008,188189
22,53,RUA RAIMUNDO JOSE DE SOUSA,61.0,,ACAUA,220005305000009,48270,29,6204,RUA JOAO B DE SOUSA,0,,LAGOA VELHA,44890000.0,290620420000015,937902
23,7601,RUA CORONEL CLOVIS ALEXANDRINO,2212.0,,PITOMBEIRA,230760105000038,48271,29,30105,RUA CORONEL HELIODORIO,232,,BOSQUE,48970000.0,293010505000019,5732398
26,2605,RUA DA SAUDADE,76.0,,NOSSA SENHORA BOM CONSELHO,260260505000002,48272,29,355,TRAVESSA NOSSA SENHORA DA SAUDE,66,,ADUSTINA,48435000.0,290035505000023,26231
25,16409,RUA DA MATRIZ,273.0,ANDAR,CENTRO,251640905000001,48273,29,2054,RUA PRACA DA MATRIZ,424,ANDAR 1,CENTRO,40108000.0,290205405000001,239059
22,6001,RUA LANDRI SALES,35.0,,CENTRO,220600105000003,48274,29,25006,RUA JOAQUIM SALES,0,,CENTRO,45190000.0,292500605000025,3892473
24,8102,RUA APODI,471.0,,TIROL,240810205080075,48275,29,8002,RUA DOIS,0,,COARACI,45638000.0,290800205000018,1205295
24,11056,TRAVESSA PADRE JOAO VENTURELLI,35.0,,CENTRO,241105605000005,48276,29,23803,TRAVESSA PADRE JOAO DE MARTINS,33,,CENTRO,48430000.0,292380305000006,3734247
28,308,RUA ARAUA,651.0,,SAO JOSE,280030805000025,48277,28,308,RUA ARAUA,659,,SAO JOSE,49015250.0,280030805000025,6493675
23,4400,RUA MARCOS MACEDO,1333.0,,ALDEOTA,230440005120130,48278,29,1403,RUA JOSE MATOS,0,,ANGICAL,47960000.0,290140305000006,187671
28,4300,PRACA ALMIRANTE BARROSO,130.0,,URBANA,280430005000002,48279,28,4300,PRACA ALMIRANTE BARROSO,42,,URBANA,49780000.0,280430005000002,7033563
29,33307,AVENIDA OTAVIO SANTOS,227.0,,RECREIO,293330705000048,48280,29,33307,AVENIDA OTAVIO SANTOS,0,,RECREIO,45020750.0,293330705000198,6370701
29,13606,AVENIDA VISCONDE DE MAUA,208.0,,TERESOPOLIS,291360605000076,48281,29,13606,AVENIDA VISCONDE DE MAUA,0,,TERESOPOLIS,45653260.0,291360605000076,2134222
21,1004,RODOVIA BR 222,153.0,,ARARIMA,210100405000010,48282,29,20403,RODOVIA BR 116,1520,,2 IRMAS,45240000.0,292040305000008,3301235
29,108,RUA JOAO HIPOLITO RODRIGUES,,SOBRADO,CENTRO,290010805000002,48283,29,108,RUA JOAO HIPOLITO RODRIGUES,15,,CENTRO,46690000.0,290010805000002,676
29,19801,POVOADO CURRALINHO DE BAIXO,111.0,CASA,CURRALINHO BAIXO,291980115000007,48284,29,19801,POVOADO CURRALINHO DE BAIXO,111,CASA,CURRALINHO DE BAIXO,46500000.0,291980115000007,3253734
28,308,TRAVESSA ALMIRANTE TAMANDARE,42.0,,GETULIO VARGAS,280030805000225,48285,28,308,TRAVESSA ALMIRANTE TAMANDARE,42,,GETULIO VARGAS,49055040.0,280030805000225,6555341
26,5301,ESTRADA MISERICORDIA,11.0,,MANISSOBA,260530120000007,48286,29,25105,ESTRADA CACHOEIRINHA,22,,MORRINHOS,45260000.0,292510505000041,3908920
23,6108,AVENIDA PAULO BASTOS,972.0,,CENTRO,230610805000019,48287,28,4607,AVENIDA PAULO VASCONCELOS,0,,CENTRO,49600000.0,280460705000015,7069827
29,27408,RUA PROFESSOR FRANCISCO GOES CALMON,17.0,,SAO CAETANO,292740805220074,48288,29,27408,RUA PROFESSOR FRANCISCO GOES CALMON,17,,SAO CAETANO,40390675.0,292740805220074,4985629
29,11709,AVENIDA GUANABARA,389.0,FUNDOS,VOMITAMEL,291170905000024,48289,29,11709,AVENIDA GUANABARA,389,FUNDOS,VOMITAMEL,46430000.0,291170905000024,1914445
21,3257,RUA PRINCIPAL,238.0,,ABRAAO,210325705000009,48290,29,10727,RUA PRINCIPAL,21,,,0.0,291072705000136,1585182
29,10727,AVENIDA CONSELHEIRO LUIZ VIANA,760.0,TERREO,CENTRO,291072705000045,48291,29,10727,AVENIDA CONSELHEIRO LUIZ VIANA,760,TERREO,CENTRO,45820000.0,291072705000045,1558389
29,14802,AVENIDA FRANCISCO RIBEIRO JUNIOR,198.0,ANDAR 7 SALA 701,CENTRO,291480205000001,48292,29,14802,AVENIDA FRANCISCO RIBEIRO JUNIOR,198,ANDAR 6 SALA 601,CENTRO,45600000.0,291480205000001,2377520
22,8403,RUA PROFESSOR BEM,840.0,,CENTRO,220840305000007,48293,29,12509,RUA PROFESSORA SINHA,0,,CENTRO,46540000.0,291250905000003,2018661
23,4400,RUA GUSTAVO SAMPAIO,1132.0,,PARQUELANDIA,230440005080265,48294,28,3500,RUA GUSTAVO HORA,0,,PRATAS,49400000.0,280350005000142,6988991
29,4852,POVOADO SOBRADO,21.0,,PEDRA REDONDA,290485210000006,48295,29,4852,POVOADO SOBRADO,21,,PEDRA REDONDA,44345000.0,290485210000006,627140
22,11001,RUA GABRIEL FERREIRA,1380.0,,N S GRACAS,221100105060070,48296,29,8408,RUA WILSON FERREIRA,0,,SALGADALIA,48740000.0,290840810000004,1267329
21,4057,RUA VIRGILIO FRANCO,904.0,,CENTRO,210405705000002,48297,29,32903,RUA CONSELHEIRO FRANCO,187,,CENTRO,45400000.0,293290305000019,6194128
26,4106,RUA RIO FORMOSO,296.0,,BOA VISTA,260410605000179,48298,29,25758,RUA BOA VISTA,0,,CAJUEIRO,45416000.0,292575805000005,4039888
23,4400,TRAVESSA JOANA BATISTA,147.0,,SIQUEIRA,230440070100054,48299,29,5602,RUA JOANA BATISTA 2,517,,JACARECI,45880000.0,290560205000032,723904
26,14105,ESTRADA BARRO VERMELHO,300.0,,BARRO VERMELHO,261410525000009,48300,29,6709,ESTRADA BARRO VERMELHO,53,,BARRO VERMELHO,45157000.0,290670915000005,1012288
21,477,RUA PRINCIPAL,138.0,,FUFUCA,210047705000003,48301,28,4409,RUA PRINCIPAL,0,,FAZENDINHA,49980000.0,280440905000015,7041127
27,4203,RUA 31 DE MAIO,13.0,,CENTRO,270420305000001,48302,28,1405,RUA 13 DE MAIO,0,,CENTRO,49550000.0,280140505000002,6781580
28,308,PRACA TOBIAS BARRETO,466.0,APARTAMENTO 1104,SAO JOSE,280030805000022,48303,28,308,PRACA TOBIAS BARRETO,466,APARTAMENTO 1204,SAO JOSE,49015130.0,280030805000022,6492907
29,30501,PRACA LUIZ NOGUEIRA,281.0,TERREO,CENTRO,293050105000001,48304,29,30501,PRACA LUIZ NOGUEIRA,281,TERREO,CENTRO,48700000.0,293050105000001,5801832
24,8102,TRAVESSA CORONEL AURIS COELHO,91.0,,NOVA DESCOBERTA,240810205070037,48305,29,27408,TRAVESSA DIONISIO CORREIA,0,,NOVA SUSSUARANA,41217040.0,292740805180292,4780317
27,5507,RUA JACINTO LOURENCO GOMES,27.0,CASA,CONJUNTO ANTENOR MARINHO MELO,270550705000014,48306,28,6701,RUA QUARENTA,17,LADO CASA c,CONJUNTO EDUARDO GOMES,49100000.0,280670105000121,7283827
21,11300,TRAVESSA 28 DE SETEMBRO,54.0,,CENTRO,211130005000011,48307,29,21302,TRAVESSA 7 DE SETEMBRO 1,43,,CENTRO,45315000.0,292130205000001,3414929
29,5701,RUA DOIS DE JULHO,142.0,,2 JULHO,290570105000015,48308,29,28604,RUA DOIS DE JULHO,4,,ACUPE,44218000.0,292860410000016,5493727
22,6407,RUA JOSE NORONHA,92.0,4,CENTRO,220640705000019,48309,28,6404,RUA SANTA LUZIA,93,,CENTRO,49985000.0,280640405000002,7246286
21,11300,AVENIDA CORONEL COLARES MOREIRA,3.0,13,CALHAU,211130005000170,48310,28,6206,TRAVESSA CELSO DE CARVALHO,121,,AGUA FRIA,49390000.0,280620605000025,7237133
21,1400,RUA COELHO NETO,597.0,,CENTRO,210140005000001,48311,29,16203,RUA COELHO NETO,0,,CENTRO,45750000.0,291620305000007,2596945
23,4400,RUA VISCONDE DE MAUA,2600.0,,DIONISIO TORRES,230440005080431,48312,29,10800,RUA BERNADO TORRES COELHO,44,,SUBAE,44100.0,291080005110009,1776361
29,23803,AVENIDA SALUSTIANO DOMINGUES DE SANTANA,,CASA,CENTRO,292380305000040,48313,29,23803,AVENIDA SALUSTIANO DOMINGUES DE SANTANA,5,CASA a,CENTRO,48430000.0,292380305000004,3733693
28,308,RUA TASSO SOBRAL,26.0,,GRAGERU,280030805000057,48314,28,308,RUA TASSO SOBRAL,26,,GRAGERU,49025330.0,280030805000057,6503546
24,3103,AVENIDA TEOTONIO FREIRE,680.0,ANDAR 1,SANTA MARIA GORETE,240310305000012,48315,28,308,AVENIDA SANTA GLEIDE,1013,ANDAR 01 ANEXO,OLARIA,49090270.0,280030805000280,6571646
21,11300,RUA CASTELO BRANCO,12.0,,ANJO GUARDA,211130005000472,48316,29,32408,RUA CASTELO BRANCO,22,,HIDROLANDIA,44950000.0,293240810000004,6141354
21,10005,RUA DA MANGUEIRA,58.0,,MARIA FERREIRA,211000505000074,48317,29,32200,RUA ARSENIO FERREIRA,50,,FAISQUEIRA,45545000.0,293220010000001,6122979
29,18407,RUA ALMIRANTE TAMANDARE,177.0,,CONTRY CLUB,291840705000106,48318,29,18407,RUA ALMIRANTE TAMANDARE,177,,CONTRY CLUB,48900000.0,291840705000106,2986188
25,8208,RUA GRAVATA,34.0,,GRAVATA,250820805000006,48319,28,3500,RUA GRAVATA,0,,GRAVATA,49400000.0,280350005000089,6975350
23,5704,RUA CORONEL GUSTAVO LIMA,131.0,,CENTRO,230570405000003,48320,29,23803,RUA FERNANDO DIAS LIMA,0,,CENTRO,48430000.0,292380305000006,3734187
21,8009,RUA PRINCIPAL,,,ANGICAL,210800905000012,48321,29,20700,RUA PRINCIPAL,21,,PIABANHA,45520000.0,292070015000001,3352101
27,4302,RUA CLEMENTINO DO MONTE,170.0,,FAROL,270430205080040,48322,29,6899,RUA 02 DE JULHO,170,,CENTRO,45177000.0,290689905000002,1062982
21,12456,CAMINHO DO VIOLA,,,GUAJARA,211245605000018,48323,29,5701,CAMINHO GUAPORE,21,,CAMACARI,42800000.0,290570105000093,753829
